Product Name,Specifications,Rating,Price,Brand,RAM,Weight,Selling_Price,Original_Price,Discount_Percent,text
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹35,990₹57,99037% off",ASUS,8 GB,,35990.0,5799037.0,5799037.0,"Model: ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin..., RAM: 8 GB, Specs: Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 35990.0, Rating: 4.2"
Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.1,"₹48,990₹63,99023% off",Acer,16 GB,,48990.0,6399023.0,6399023.0,"Model: Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li..., RAM: 16 GB, Specs: Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty, Price: 48990.0, Rating: 4.1"
SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.4,"₹59,990₹89,68933% off",SAMSUNG,16 GB,,59990.0,8968933.0,8968933.0,"Model: SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-..., RAM: 16 GB, Specs: Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories, Price: 59990.0, Rating: 4.4"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹40,990₹69,99041% off",ASUS,8 GB,,40990.0,6999041.0,6999041.0,"Model: ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150..., RAM: 8 GB, Specs: Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 40990.0, Rating: 4.2"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",HP,8 GB,,44990.0,7006435.0,7006435.0,"Model: HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh..., RAM: 8 GB, Specs: Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 44990.0, Rating: 4.3"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3,"₹50,990₹70,99028% off",MSI,16 GB,,50990.0,7099028.0,7099028.0,"Model: MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF..., RAM: 16 GB, Specs: Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty, Price: 50990.0, Rating: 4.3"
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4,"₹36,990₹74,99050% off",Acer,16 GB,,36990.0,7499050.0,7499050.0,"Model: Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an..., RAM: 16 GB, Specs: AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty, Price: 36990.0, Rating: 4"
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹25,990₹44,99042% off",Acer,8 GB,Thin and Light,25990.0,4499042.0,4499042.0,"Model: Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L..., RAM: 8 GB, Specs: AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty, Price: 25990.0, Rating: 4.1"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,4.9,"₹1,14,990₹1,37,98816% off",SAMSUNG,16 GB,,114990.0,13798816.0,13798816.0,"Model: SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1..., RAM: 16 GB, Specs: Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty, Price: 114990.0, Rating: 4.9"
HP Victus AI AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.3,"₹58,990₹75,14221% off",HP,16 GB,,58990.0,7514221.0,7514221.0,"Model: HP Victus AI AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF..., RAM: 16 GB, Specs: AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty, Price: 58990.0, Rating: 4.3"
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.2,"₹29,990₹49,99940% off",Acer,8 GB,Thin and Light,29990.0,4999940.0,4999940.0,"Model: Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ..., RAM: 8 GB, Specs: Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty, Price: 29990.0, Rating: 4.2"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹45,990₹66,99031% off",ASUS,16 GB,,45990.0,6699031.0,6699031.0,"Model: ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi..., RAM: 16 GB, Specs: Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 45990.0, Rating: 4.2"
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,"₹36,990₹57,49935% off",SAMSUNG,8 GB,,36990.0,5749935.0,5749935.0,"Model: SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L..., RAM: 8 GB, Specs: Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 36990.0, Rating: 4.5"
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH1...,Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.5,"₹73,990₹1,10,49033% off",MOTOROLA,16 GB,,73990.0,11049033.0,11049033.0,"Model: MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH1..., RAM: 16 GB, Specs: Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty, Price: 73990.0, Rating: 4.5"
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",Not found,"₹41,990₹55,13523% off",DELL,16 GB,Thin and Light,41990.0,5513523.0,5513523.0,"Model: DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop, RAM: 16 GB, Specs: AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty, Price: 41990.0, Rating: Not found"
DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.3,"₹32,990₹48,52932% off",DELL,8 GB,Thin and Light,32990.0,4852932.0,4852932.0,"Model: DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop, RAM: 8 GB, Specs: Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty, Price: 32990.0, Rating: 4.3"
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Carry-in Warranty,4.4,"₹1,14,990₹1,42,99919% off",Acer,16 GB,,114990.0,14299919.0,14299919.0,"Model: Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap..., RAM: 16 GB, Specs: Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Carry-in Warranty, Price: 114990.0, Rating: 4.4"
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3,"₹50,990₹70,99028% off",MSI,16 GB,,50990.0,7099028.0,7099028.0,"Model: MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF..., RAM: 16 GB, Specs: Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty, Price: 50990.0, Rating: 4.3"
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,490₹34,99052% off",CHUWI,8 GB,,16490.0,3499052.0,3499052.0,"Model: CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop, RAM: 8 GB, Specs: Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty, Price: 16490.0, Rating: 3.7"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",HP,8 GB,,44990.0,7006435.0,7006435.0,"Model: HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh..., RAM: 8 GB, Specs: Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 44990.0, Rating: 4.3"
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹40,990₹69,99041% off",ASUS,8 GB,,40990.0,6999041.0,6999041.0,"Model: ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150..., RAM: 8 GB, Specs: Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 40990.0, Rating: 4.2"
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹60,990₹89,99932% off",Acer,16 GB,,60990.0,8999932.0,8999932.0,"Model: Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G..., RAM: 16 GB, Specs: Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty, Price: 60990.0, Rating: 4.3"
